,549300DCU7KOL83B3B08,70DNWEAINTGFO4DMV441,LO3UDTZUG0RICVPFGQ53,549300GC5MDF1KXYMP06,6BS8JLEICI3VGJ264L55,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300ARVD4LVNCUBN81,549300CNWH54BTXURM94,549300XXZKX7UGH6E231,549300WBD0DQZRTLVD96,MQILSVGGL6RJH5NDWP11,TNWE6LERP1CI9IDAZB80,549300KKLDTNOIW0NU52,549300EJ1ZB4YYIOMD56,Total,Market_capitalization
2023-06-17,0.49,0.0,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,3770000000.0
2023-06-16,0.49,0.0,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,3770000000.0
2023-06-15,0.49,0.0,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,3770000000.0
2023-06-14,0.58,0.0,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5799999999999998,3770000000.0
2023-06-13,0.61,0.0,0.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,3770000000.0
2023-06-12,0.61,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3770000000.0
2023-06-11,0.61,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3770000000.0
2023-06-10,0.61,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3770000000.0
2023-06-09,0.61,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3770000000.0
2023-06-08,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-07,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-06,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-05,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-04,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-03,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-02,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-06-01,0.5,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3770000000.0
2023-05-31,0.0,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,3770000000.0
2023-05-30,0.0,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,3770000000.0
2023-05-29,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-28,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-27,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-26,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-25,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-24,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-23,0.0,0.56,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,3770000000.0
2023-05-22,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-21,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-20,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-19,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-18,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-17,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-16,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-15,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-14,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-13,0.0,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,3770000000.0
2023-05-12,0.45,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3770000000.0
2023-05-11,0.45,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3770000000.0
2023-05-10,0.45,0.56,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,3770000000.0
